Nom du document;Réponse 0;Source 0;Réponse 1;Source 1
IRSN_Seisme-Japon_Replique-7-avril_V1-08042011.pdf;"The context information provides information on a strong earthquake that occurred near the Onagawa nuclear power plant in Japan on April 7, 2011. The earthquake, known as a ""replique,"" was a result of the same tectonic structure that was activated during the Tohoku earthquake in March 2011. The replique was felt on a large part of the island of Honshu, including Tokyo.

The context information also mentions that an alert for a tsunami was issued after the earthquake, and that the authorities were conducting investigations to evaluate the effects of the replique. However, the context information does not provide specific details on the actions taken by the authorities to evaluate the effects of the replique.

Therefore, the answer to the query is not possible with the given context information.";IRSN-Seisme-Amatrice-Italie-240816_V1.pdf & IRSN_Seisme-Japon_Replique-7-avril_V1-08042011.pdf;"The centrale nucléaire d'Onagawa in Japan was affected by the 2003 Myiagi earthquake in terms of accélérations du sol. The earthquake was ressenti on the site of the nuclear power plant, located about 50 km from the epicenter (hypocentral distance: 75 km). The plant has three boiling water reactors, TOSHIBA, of respective powers of 525, 825, and 825 MWe. At the time of the earthquake, only one reactor was in operation (source: Asahi Shinbun). According to the JMA, the intensity 6-7 (on the Japanese scale JMA-7) was reached in the epicenter and in the region of the Onagawa site. The intensities JMA are calculated based on the acceleration of the ground, and the strong values of acceleration (> 0.5 g) deduced from the first measurements (on May 26) of the intensity map were confirmed by subsequent measurements of ground acceleration from May 27, 2003. The intensity 6-7 of the JMA scale corresponds to the intensity IX-X of the Mercalli MSK scale (Kramer S. L., Geotechnical earthquake engineering - Eds Prentice, Hall International series, 1996) used to characterize the seismic activity in France. Such levels of intensity cause widespread damage to ancient French buildings vulnerable to seismic activity. The Japanese construction parasismic measures seem to have prevented damage and saved human lives. The design of nuclear power plants in Japan is based on two levels of acceleration of probability of occurrence different. For the Onagawa site, the first level (0.25 g) is probable during the lifetime of the installation; the second level (0.375 g) has a very low probability of being reached (source: Uranium Information Centre). According to the French embassy in Japan, the ground acceleration recorded at the Onagawa site was 0.225 g. The threshold of 0.2 g was exceeded, the automatic safety procedures were triggered by the seismic activity, and the plant was shut down, in accordance with the safety procedures in Japan. According to different sources of Japanese press (Asahi Shinbun and Nihon Keizai Shinbun), other nuclear power plants in Japan did not shut down and did not suffer any damage.";Note-Information-Seisme-Teil-14112019.pdf & irsn_Seisme-Japon_052003.pdf
IRSN_seisme-Japon_V2-22042011.pdf;The earthquake of Tohoku in Japan, which occurred on March 11, 2011, was a 9.0 magnitude earthquake. The epicenter was located approximately 370 kilometers northeast of Tokyo, at a latitude of 38.32°N and a longitude of 142.37°E. The earthquake was caused by a subduction zone that extended over more than 500 kilometers, resulting in a duration of more than 2 minutes of seismic activity in Tokyo. The earthquake was the fourth strongest recorded since the 18th century.;IRSN_seisme-Japon_V2-22042011.pdf & IRSN_Seisme-Japon_Replique-7-avril_V1-08042011.pdf;"The earthquake occurred on March 11, 2011, at 5:46 UTC (14:46 local time) and had a magnitude of 9.0. The epicenter was located at 370 kilometers north-northeast of Tokyo, at a latitude of 38.32°N and a longitude of 142.37°E (Figure 1). The earthquake was caused by a subduction zone that ruptured at a depth of approximately 25 kilometers. The zone of fault that broke was over 500 kilometers long, which explains the duration of the earthquake, which lasted for over two minutes in Tokyo. This event was the fourth strongest earthquake recorded since the 18th century. (Sources: USGS NEIC/JMA)

The earthquake caused a tsunami that had a significant impact on the coast of Tohoku, which is located on the northeastern coast of Japan. In some areas, the tsunami reached heights of over 20 meters and penetrated inland by up to 5 kilometers. The tsunami also caused significant damage to the Pacific Ocean.

The earthquake was felt strongly on the island of Honshu, and it is believed that the majority of the human casualties and material damage were caused by the tsunami. The evaluation of the human and material damage is regularly revised as new information becomes available.

Several nuclear power plants are located on the eastern coast of Honshu. The four closest nuclear power plants to the epicenter were automatically shut down following the initial earthquakes. The tsunami caused the loss of the cooling systems at the Fukushima Daiichi and Fukushima Daini nuclear power plants, resulting in a nuclear accident with the release of radioactive material. The situation was regularly communicated on the websites of the IRSN and the ASN.";IRSN_Seisme-Japon_Replique-7-avril_V1-08042011.pdf & IRSN_seisme-Japon_V2-22042011.pdf
IRSN_seisme-Manosque_V1-12072010.pdf;The magnitude of the earthquake that occurred in Manosque on July 8, 2010, is 3.0 (Ml). The version of the document being consulted is version 1.;IRSN_seisme-Manosque_V1-12072010.pdf & IRSN_Fiche-Seisme-Ouest-France-16-juin-2023_V1-17062023.pdf;"The population of Manosque and Pierrevert experienced the strongest reactions to the seismic event of July 8, 2010. The seismic activity was felt in a limited area around the epicenter, including Oraison, Mane, and Saint-Maime. The seismic activity was not felt significantly beyond a few kilometers from the epicenter.

The seismic activity was associated with the operation of the ""Faille de la Moyenne Durance"" (FMD) and reflected the regular but weak activity of this fault. The FMD is often not felt by the population and its seismic activities are generally of low magnitude.

The Ville de Manosque has experienced two significant seismic events in the past, in 1509 and 1708, which caused significant damage to buildings and are recorded in the base of sismic history (www.sisfrance.net) with an intensity of VIII in Manosque. The intensity corresponds to an evaluation of the importance of the seismic activity in a given location in terms of effects (perception, effects on objects, and damage to buildings). The magnitude of these seismic events is currently estimated to be around 5.

The population of Manosque and the surrounding areas experienced a range of reactions to the seismic activity, including fear, confusion, and concern for their safety. Some people reported feeling the seismic activity strongly, while others reported feeling it only slightly or not at all. Overall, the seismic activity caused some disruption to daily life in the affected areas, but there were no reports of significant damage or injuries.";IRSN-Seisme-Vendee-France-20180212.pdf & IRSN_seisme-Manosque_V1-12072010.pdf
irsn_Seisme-Mexique_012003.pdf;The context information provides information about a seismic event that occurred in Mexico on January 21, 2003. The seismic event had a magnitude of 7.8 and was felt in the city of Mexico, which is located far from the epicenter. The seismic event caused significant damage in the city of Colima, with the majority of the damage occurring in that state. The seismic event was also felt in the capital of the state of Colima, where numerous habitations were severely damaged. The seismic event caused a power outage in the city of Mexico, which lasted for approximately 6 hours. The city of Mexico is partially constructed on a dried-up lake, which amplifies the seismic waves, making it more susceptible to damage from seismic events. The Bureau d'évaluation des risques sismiques pour la sûreté des installations (BERSSIN) of the IRSN conducted research and expertises on the seismic risk as an external aggression factor for installations at risk.;irsn_seisme_argeles_gazost_112006.pdf & irsn_Seisme-Mexique_012003.pdf;The installations nucléaires in Mexico are located at Laguna Verde, which is a nuclear power plant with two reactors of 650 MWe each. The plant is situated approximately 90 kilometers from the epicenter of the earthquake that occurred on January 21, 2003. Given the distance between the plant and the epicenter, it is likely that the amplitude of the seismic movement felt at the plant was very low, and there were no significant consequences for the structures.;irsn_Seisme-Mexique_012003.pdf & irsn_seisme-algerie_052003.pdf
IRSN-Seisme-Amatrice-Italie-240816_V1.pdf;The magnitude of the earthquake that occurred in Amatrice, Italy on August 24, 2016 was 6.0, and its epicenter was located at a latitude of 42.70° North and a longitude of 13.24° East.;IRSN-Seisme-Amatrice-Italie-240816_V1.pdf & IRSN-Seisme-Vendee-France-20180212.pdf;The provided context information does not contain any information about a seismic event that occurred on August 24, 2016. Therefore, it is not possible to answer the query about the effects of such an event.;IRSN_Fiche-Seisme-Ouest-France-16-juin-2023_V1-17062023.pdf & IRSN_Fiche-Seisme-Ouest-France-16-juin-2023_V1-17062023.pdf
IRSN-Seisme-Charente-Maritime-France-20190320_v1.1.pdf;The earthquake in Montendre, France, on March 20, 2019, caused significant damage to buildings and was felt by the population throughout the center and southwest of France. The intensity of the earthquake, as measured by the BCSF-RéNaSS, was V (strongly felt, with slight damage to buildings). The earthquake was felt as a vibration of a few seconds accompanied by strong ground shaking, causing cracks in buildings near the epicenter. The most severe earthquakes in the region were those of November 7, 1972, on the Ile d'Oléron, with an intensity of VII, and of August 10, 1759, in the Bordeaux region, with an intensity of VII-VIII (SisFrance). These two earthquakes were significantly stronger than the Montendre earthquake.;IRSN-Seisme-Charente-Maritime-France-20190320_v1.1.pdf & Note-Information-Seisme-Teil-14112019.pdf;"The earthquake that occurred on March 20, 2019, in Montendre, Charente-Maritime, France, was a moderate earthquake with a magnitude of 5.0 according to the LDG/CEA and 4.7 according to SismoAzur. The earthquake occurred at a depth of approximately 2 to 10 km to the north-east of Montendre and 13 km to the south of Jonzac, with a localization of 45.35°North and 0.35°West (CEA/LDG). The earthquake was followed by a smaller aftershock with a magnitude of 2.8.

The earthquake was felt by the population of the center and south-west of France, including Tours, Saint-Etienne, and the Sables-d'Olonne. The intensities of the earthquake, as collected by the BCSF-RéNaSS, reached V (seismic intensity of a seismic wave of moderate amplitude, causing slight damage to buildings with weak structural integrity). The earthquake was felt as a vibration of a few seconds accompanied by strong ground shaking, causing frayures in the vicinity of the epicenter.

The earthquake was the most significant in the region since the 7 November 1972 earthquake on the Ile d'Oléron, which had an intensity of VII, and the 10 August 1759 earthquake in the Bordeaux region, which had an intensity of VII-VIII. These two earthquakes were significantly stronger than the March 20, 2019 earthquake.

The Bureau d'évaluation des risques sismiques pour la sûreté des installations (BERSSIN) of the IRSN conducted research and expertises on the alea sismique as an external source of aggression to installations at risk. The earthquake was located at the extrémité méridionale of the Faille de Jonzac, which is one of the major faults in the region, marking the transition between the massif armoricain to the south and the bassin aquitain to the north. The earthquake occurred on a fault with an orientation of NO-SE, which is common in the region, including the failles d'Oléron, de Jonzac, etc.

The earthquake caused damage to some buildings, including the collapse of chimneys. However, the damage was relatively minor compared to the potential damage that could have occurred in a more densely populated area. The earthquake was also felt by the installations nucléaires in the region, including the Centre nucléaire de production électrique du Blayais, which is the closest installation to the epicenter of the earthquake. The aléa sismique retenu by EDF for the Blayais corresponds to the 1759 earthquake translated under the site with major characteristics, including a magnitude of 5.6 and an intensity of VIII. This aléa sismique led to a significantly higher sollicitation than the effects of the March 20, 2019 earthquake.";IRSN-Seisme-Charente-Maritime-France-20190320_v1.1.pdf & IRSN-Seisme-Charente-Maritime-France-20190320_v1.1.pdf
IRSN-Seisme-Civaux-09092013.pdf;The magnitude of the earthquake that occurred in Lhommaizé on September 9, 2013, was 3.1 (Ml). The epicenter of the earthquake was located at approximately 46.43° North and 0.59° East.;IRSN-Seisme-Civaux-09092013.pdf & IRSN-Seisme-Manosque-19092012.pdf;The earthquake of Lhommaizé (Vienne) on September 9, 2013, caused no damage to the population or to the physical infrastructure. However, it was felt by the population in the region around Poitiers, within a radius of approximately 20 kilometers from the epicenter. The earthquake was also felt by the personnel working at the Civaux nuclear power plant. On September 12, 2013, the Bureau Central Sismologique Français (BCSF) recorded 24 testimonies indicating local intensities up to V on the EMS scale, corresponding to a seismic event that was widely felt in the population, with moderate vibrations but no damage.;IRSN-Seisme-Civaux-09092013.pdf & Note-Information-Seisme-Teil-14112019.pdf
IRSN-Seisme-Kent-22052015.pdf;"The earthquake that occurred on May 22, 2015, in Kent, England, was a moderate earthquake with a magnitude of 4.4 (Ml - CEA). The earthquake was felt by the population in England, France, and Belgium. The strongest intensities reported by the British Geological Survey (BGS) at the time of the earthquake were V, which corresponds to a strongly felt earthquake with slight damage to vulnerable buildings. In France, the strongest intensities reported by the Bureau Central Sismologique Français (BCSF) were IV, which corresponds to a moderately felt earthquake with no damage to vulnerable buildings. The earthquake was associated with a mechanism known as ""en compression with a decrochant component,"" which varied in terms of the specifics of the mechanism as reported by different institutions, including the University of Liverpool, the British Geological Survey, the GFZ, and the USGS. The region of Kent has a history of seismic activity, with several earthquakes of similar magnitude occurring in the past few years, including the Folkestone earthquake of 2007. The earthquake on May 22, 2015, was the most significant in terms of magnitude in recent years. The impact of the earthquake on installations nucléaires was minimal, with the closest nuclear power plant, the Gravelines nuclear power plant in France, located approximately 60 kilometers from the epicenter of the earthquake. The personnel at the power plant did not feel the earthquake, and the seismic activity was below the threshold for triggering an alarm.";IRSN-Seisme-Kent-22052015.pdf & IRSN-Seisme-Kent-22052015.pdf;The provided context information does not contain any information about the sismicity historique in the Détroit du Pas de Calais or any research being conducted to better understand the risk sismique in that region.;Note-Information-Seisme-Teil-14112019.pdf & IRSN-Seisme-Manosque-19092012.pdf
IRSN-Seisme-Elazig-Turquie-24012020.pdf;The given context information does not provide information about the geodynamics of the region and the sismicity regional around Elazig. However, it does mention that the earthquake occurred in the Pütürge segment of the Fault and that it seems to have propagated towards the south-west. It also mentions that the earthquake was classified as a level 6.7 (Mw - USGS) and that the epicenter was located in an area where an acceleration of 0.15 g can be exceeded with a probability of 10% in 50 years.;IRSN-Seisme-Elazig-Turquie-24012020.pdf & IRSN_seisme_Italie-20052012.pdf;"The consequences of the earthquake on the nuclear power plants are as follows:

* The nuclear power plant closest to the epicenter of the earthquake is located in Metsamor, Armenia. It has two VVER units of 400 MW each, which were put into service in 1976 and 1980. The plant produced 400 MW in December 2019. Since the earthquake was located at a distance of approximately 480 km from the plant and had a magnitude of 6.7 (Mw – USGS), no significant effects are expected on the site itself.
* Two nuclear power plants are currently under construction in Turkey. One is located on the Black Sea coast in the Sinop region, and the other is located on the Mediterranean Sea coast, 100 km north of Cyprus on the Akkuyu site. These two projects are located at a distance of more than 500 km from the epicenter of the earthquake. Since the earthquake was located at a distance of more than 500 km from the sites and had a magnitude of 6.7 (Mw – USGS), no significant impact is expected on these sites either.

The projects of nuclear power plants in Turkey are as follows:

* One nuclear power plant project is located on the Black Sea coast in the Sinop region, Turkey. It is equipped with 4 ATMEA (EUAS –compagnie d’électricité turque - Mitsubishi, GDF Suez, Framatome ) reactors of 1100 MWe each. The site is located about 90 km north of the Fault North-Anatolian. However, the Turkish Minister of Energy and Natural Resources announced on October 28, 2019 that Turkey would not continue with the construction of a nuclear power plant in Sinop with the Japanese, who were the project sponsors. On the other hand, he reaffirmed Turkey's desire to continue with the project with other partners.
* Another nuclear power plant project was also planned on the site of Sinop, which was to be equipped with 4 reactors of 1100 MWe each. The site is located about 90 km north of the Fault North-Anatolian. However, the Turkish Minister of Energy and Natural Resources announced on October 28, 2019 that Turkey would not continue with the construction of a nuclear power plant in Sinop with the Japanese, who were the project sponsors. On the other hand, he reaffirmed Turkey's desire to continue with the project with other partners.";IRSN-Seisme-Elazig-Turquie-24012020.pdf & IRSN-Seisme-Amatrice-Italie-240816_V1.pdf
IRSN-Seisme-Fukushima-13022021.pdf;The magnitude of the earthquake that occurred in Fukushima on February 13, 2021 was 7.1 (Mw – JMA). The epicenter of the earthquake was located in the Pacific subduction zone, approximately 45 kilometers off the coast of Honshu, Japan.;IRSN-Seisme-Fukushima-13022021.pdf & IRSN-Seisme-Fukushima-13022021.pdf;"The impacts of the Fukushima earthquake were significant in terms of casualties, property damage, and seismic activity in the region. The earthquake caused widespread destruction and loss of life, with an estimated 15,400 people killed and over 250,000 people displaced. The earthquake also caused extensive damage to infrastructure, including buildings, roads, and bridges.

In terms of seismic activity, the Fukushima earthquake was one of the strongest in recorded history, with a magnitude of 7.1 on the Richter scale. The earthquake triggered a series of aftershocks, some of which were also of significant magnitude. The aftershocks caused further damage to the region and increased the risk of further earthquakes.

Overall, the Fukushima earthquake had a profound impact on the region, causing significant casualties, property damage, and seismic activity. The disaster highlighted the importance of preparedness and response plans to mitigate the impacts of natural disasters.";IRSN-Seisme-Fukushima-13022021.pdf & IRSN_seisme-Japon_V2-22042011.pdf
IRSN-Seisme-LaRochelle-28042016.pdf;The magnitude of the earthquake that occurred in La Rochelle on April 28, 2016 was 5.2 (Ml - CEA). The epicenter of the earthquake was located at 46.09°North and 0.98°West (IRSN/LDG).;IRSN-Seisme-LaRochelle-28042016.pdf & IRSN-Seisme-Vendee-France-20180212.pdf;The context information provides information about the sismic activity in the north of the Aquitaine region of France. The region is characterized by a moderate to frequent sismic activity, with a history of seismic activity dating back to the 18th century. The sismic activity in the region is generally characterized by shallow earthquakes with intensities of up to VII on the Mercalli scale, which is associated with significant damage to buildings. The region is also home to several notable seismic events, including the 1909 earthquake in Lambesc and the 1773 earthquake in Manosque, which had intensities of VIII-IX and VII-VIII, respectively. These seismic events are associated with faults that have been mapped and recognized as potentially active. The context information also mentions the 2016 earthquake in La Rochelle, which had a magnitude of 5.2 and was felt up to 300 km away from the epicenter. This earthquake is considered to be part of the moderate to frequent sismic activity in the region.;IRSN-Seisme-LaRochelle-28042016.pdf & Note-Information-Seisme-Teil-14112019.pdf
IRSN-Seisme-Manosque-19092012.pdf;"The context information provides information about a seismic event that occurred in Villeneuve, France on September 19, 2012. The seismic event was a result of the activation of the Faille de la Moyenne Durance (FMD) and resulted in a series of seismic activities, including the main seismic event and its replicas. The main seismic event had a magnitude of 3.5 (Ml) and was felt by the population in the areas of Volx, Villeneuve, La Brillanne, Saint-Maime, and Oraison. The seismic event caused some damage to buildings, but the damage was minor.

The seismic event was associated with the FMD, which is a fault that runs through the region of Provence-Alpes-Côte d'Azur (PACA) in France. The FMD is known to be active and has produced seismic events of varying magnitudes in the past. The seismic event of September 19, 2012, was one of the many seismic events that have occurred in the region in the past.

The PACA region is known to be one of the most seismically active regions in France. The region has experienced several seismic events of varying magnitudes in the past, including the 1887 earthquake in Ligure and the 1909 earthquake in Lambesc. The region is also known for its regular but low-level seismic activity, which is primarily concentrated in the arrière-pays niçois and along an axis that runs from the aixoise region to the confines of the Alpes-de-Haute-Provence region and extends to the region of La Motte-du-Caire. The FMD, or the ""Fault of the Middle Durance,"" is the name given to this fault by geologists.

The IRSN, the French national agency responsible for evaluating the risks associated with seismic activity, has been conducting research and expertises on the FMD since the beginning of the 1990s. These studies have helped to create a cartography of the fault in both its surface and subsurface features and have provided insights into how the fault produces deformations. The studies have concluded that the FMD has the potential to produce very large but rare seismic events with a recurrence period of several thousand years. The studies have also identified traces of ancient seismic events (paleoseismic events) that could have reached or exceeded the magnitudes of the Lambesc and Ligure earthquakes.";IRSN-Seisme-Manosque-19092012.pdf & IRSN-Seisme-Manosque-19092012.pdf;The Faille de la Moyenne Durance (FMD) is a fault in the Alps de Haute-Provence region of France. The fault is responsible for the 2012 earthquake in Villeneuve, which was of magnitude 3.5 (Ml). The FMD is a regular but low-level seismic activity, with most of the earthquakes being of low magnitude. However, the FMD has a history of producing stronger earthquakes in the past, such as in 1509 and 1708, which caused damage to buildings. The FMD is also responsible for the 11 June 1909 earthquake in Lambesc, which was of magnitude 6. The FMD is a fault that runs along the Ardèche region of France. The fault is active and has produced several earthquakes in the past, including the 2012 earthquake in Villeneuve. The FMD is a major seismic hazard in the region and is being studied by the IRSN to better understand its behavior and potential for future earthquakes.;IRSN-Seisme-Manosque-19092012.pdf & Note-Information-Seisme-Teil-14112019.pdf
IRSN-Seisme-Napa-24082014.pdf;The magnitude of the earthquake that occurred in Napa, California on August 24, 2014 was 6.0. The earthquake was felt as far away as Chico, which is approximately 170 km to the north, and Fresno, which is approximately 280 km to the south. The earthquake caused significant damage to buildings in Napa and Vallejo, including three historic buildings. It also caused a fire that destroyed six houses and damaged the water supply and electrical systems. The earthquake was the most significant in the region since the 1989 Loma Prieta earthquake, which had a magnitude of 6.9 and occurred on the San Andreas fault in the south of San Francisco Bay.;IRSN-Seisme-Napa-24082014.pdf & IRSN-Seisme-LaRochelle-28042016.pdf;"The earthquake of Napa occurred on August 24, 2014, at 10:24 TU, with a magnitude of 6.0. The epicenter of the earthquake was located between two major fault systems, the San Andreas fault and the Hayward-Rodgers Creek fault, in California, USA. The San Andreas fault is a major fault that runs along the Pacific Plate and the North American Plate, with a rate of approximately 3 cm/an. The Hayward-Rodgers Creek fault is another major fault that runs parallel to the San Andreas fault, with a rate of approximately 3 cm/an. The earthquake caused significant damage to the region, with the epicenter located approximately 2 km from a fault called the ""West Napa"" fault. The ""West Napa"" fault is a relatively poorly characterized fault with a tectonic deformation rate of between 0.2 and 1.0 mm/an, which is significantly lower than the rate of the major faults in the region. The earthquake caused significant damage to the region, with the epicenter located approximately 2 km from a fault called the ""West Napa"" fault. The ""West Napa"" fault is a relatively poorly characterized fault with a tectonic deformation rate of between 0.2 and 1.0 mm/an, which is significantly lower than the rate of the major faults in the region.";IRSN-Seisme-Napa-24082014.pdf & IRSN-Seisme-Napa-24082014.pdf
IRSN-Seisme-Norcia-Italie-301016_V1.pdf;"The magnitude of the earthquake that occurred in Italy on October 30, 2016, is 6.5. The earthquake was located approximately 9 km below the surface and occurred at a latitude of 42.70° North and a longitude of 13.24° East. The earthquake was preceded by two significant earthquakes on October 26, 2016, with magnitudes of 5.4 and 5.9, respectively. The total number of earthquakes of magnitude greater than 3 that have been felt in the region since August 24, 2016, is over 700.

The Commissione Nazionale per i Rischi Majori (National Commission for Major Risks) of Italy had previously noted that the occurrence of a new major event in the region could not be excluded. The earthquake caused significant damage to cultural heritage in the region, particularly to the medieval towns of Visso, Ussita, and Castelluccio Fiorita, and caused the collapse of the Abbazia di San Paolo fuori le Mura (Abbacy of St. Paul Outside the Walls) in Rome. The earthquake was felt as far as 100 km from the epicenter.";IRSN-Seisme-Norcia-Italie-301016_V1.pdf & IRSN-Seisme-Amatrice-Italie-240816_V1.pdf;The context information provides details about a sequence of earthquakes that occurred in Italy in 2016. The earthquakes were caused by the rupture of a fault system in the Apennines, which is known to be a high-risk area for earthquakes. The sequence of earthquakes caused significant damage to cultural heritage sites in the region. The experience gained from studying the ruptures of surface produced by the earthquakes is important for understanding the relationships between the magnitude of earthquakes and the dimension of surface ruptures. This knowledge is important for characterizing the faults that have generated strong earthquakes in the past, including in France. The study of the relationships between earthquake magnitude and surface rupture dimensions is important for evaluating the seismic risk in other regions, including France, where earthquakes are relatively rare.;IRSN-Seisme-Norcia-Italie-301016_V1.pdf & IRSN-Seisme-Amatrice-Italie-240816_V1.pdf
IRSN-Seisme-Vendee-France-20180212.pdf;The earthquake of Saint-Hilaire-de-Voust in 2018 occurred on February 12th, 2018 at 3h08 TU. The magnitude of the earthquake was 4.8 according to the Ml1 scale of the CEA. The damage reported includes some light damage to buildings, with some people being awakened and some objects falling. The earthquake was also accompanied by an audible sound wave that was heard up to 20 kilometers away from the epicenter.;IRSN-Seisme-Vendee-France-20180212.pdf & IRSN-Seisme-Vendee-France-20180212.pdf;"The impact of the 2018 Saint-Hilaire-de-Voust earthquake on nuclear power plants was assessed. The earthquake occurred on February 12th, 2018, and had a magnitude of 4.8. The most significant earthquake in the region occurred on January 25th, 1799, with an intensity of VII-VIII and a magnitude of more than 6. The earthquake of 2018 was the strongest earthquake felt in the region since 1972. The earthquakes in the region occur on faults oriented NO-SE to NNO-SSE inherited from the Armorican massif, which was formed 300 million years ago and reactivated since.

The nuclear power plants closest to the Saint-Hilaire-de-Voust earthquake are the Pouzauges nuclear power plant, the Chinon nuclear power plant, and the Civaux nuclear power plant, located respectively 20 km, 85 km, and 100 km from the epicenter. The Pouzauges nuclear power plant was at an automatic shutdown at the time of the earthquake, and the sources of irradiation were in a safe position in the storage pond. No notable impact was reported on the other nuclear power plants mentioned. The niveaux de sollicitation to be taken into account for these installations are defined in a specific technical regulation (RFS 2001-01). This regulation requires defining zones (dites zones sismotectoniques) considered homogeneous from the point of view of their potential to generate seismes, then recensering the most important seismes historiquement connus sur chacune de ces zones. The sollicitation sismique retenue is then defined by assuming that the seismes identifiés can occur in the future in any point of the zone sismotectonique to which they belong and by majoring the magnitude of these seismes by 0.5 and their intensity by 1. The alea sismique retenu selon cette démarche pour les installations nucléaires de Pouzauges, Civaux et Chinon est notablement plus élevé que la sollicitation sismique observée lors du séisme du 12/02/2018.";Note-Information-Seisme-Teil-14112019.pdf & IRSN-Seisme-Vendee-France-20180212.pdf
